titulo;preco;desc;erate;url;lat;lng;Quartos;WC's;Tam. do Lote (m²);Ano Construção;Casas de Banho;Total de Assoalhadas;Total m² ;Lugares de Estacionamento;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:;Volume cúbico (m³):
Apartamento Totalmente renovado em zona de praia;65.000 €;Apartamento tipo T0 na Zona da Balaia, a 5 minutos a pé á praia Maria Luisa, está totamente renovado e tem vista mar, com ar condicionado. apartamento está inserido no condomínio Club Med , parque privativo , segurança , recepção para apoio.Marque a sua Visita!!!Studio Apartment in Balaia,only 5 minutes from the Beach (Maria Luisa Beach)completely renovate , with air condicioned and see view.This apartment is located in Club Med, private parking, security, reception. Make you appointment to visit!!!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Albufeira-Albufeira_122261079-231;;;;;30,00;1982;1;1;30;;;;;;
NOVO!;85.000 €;Apartamentos de tipologia T2 e T3, modernos, totalmente equipados a nível de cozinha, elevador e lugares de estacionamento, perto de Áreas Comerciais, Estação de Caminhos de Ferro, Serviço de Finanças, Correios, Câmara Municipal, Bancos e Rodoviária. Marque já a sua visita. Não perca esta oportunidade com condições de financiamento únicas. REF 68704.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Vendas-Novas-Vendas-Novas_120121005-2531;38.676282;-8.450236;2;;234,00;2011;2;3;119;;;;;;
;950.000 €;Excelente moradia/mansão recente, com piscina e amplas zonas envolventes, em zona calma e segura, a aprox. 50 Kms de Lisboa, possui  excelente qualidade de construção, arquitectura rústica estética e funcional, acabamentos de elevada qualidade, certificação energética, sistemas domóticos integrados de segurança e manutenção simples, com algumas características especiais de dimensão e área circundante relativamente grande. A moradia inserida num lote de  23,129m2 de terreno vedado mais aprox. 3000m2 de zona neutra,  é um imóvel tipologia V6 / 7 com área construída de 440m2,  e possibilidade adicional de ampliação área, inclui salão triplo com cerca de 120m2 (escritório 24 + sala jantar...;B;http://www.remax.pt/Two-Family-House-For-Sale-Santo-Estevao-Benavente_121351083-56;38.880845;-8.715083;7;;23.129,00;2008;6;9;356;;;;;;
FABULOSA MORADIA T4 NOVA - NATURE RESORT VALE PISÃ;450.000 €;Excelente moradia T4 nova de arquitetura contemporânea inserida no melhor Nature Resort de Luxo no norte de Portugal, o Vale Pisão.O "Vale Pisão" é constituído por um complexo residencial de luxo integrado numa área total de mais de 150 hectares de muita natureza e ancorado num campo de golfe de 18 buracos.O projeto, que privilegia o desenvolvimento sustentável e a preservação do ambiente, traduz um estilo de vida descontraído e confortável. Esta moradia tem vistas deslumbrantes sobre o resort e encontra-se situada onde predomina o sossego e a tranquilidade de vida. Desfrute de uma moradia diferente. Aqui a diferença está entre morar e viver. Pavimento dos quartos em...;A;http://www.remax.pt/Two-Family-House-For-Sale-Agua-Longa-Santo-Tirso_123331001-324;41.250805;-8.493347;4;;249,00;2010;;5;305;2;;;2;;
T3 CONDOMÍNIO DE LUXO - AMOROSA PLACE;340.000 €;Sistema Eléctrico Inteligente DOMÓTICA, Ar Condicionado, Caixilharia de Vidros Duplos de Madeira no interior e Alumínio no exterior, Estores Eléctricos em alumínio lacado, pavimento flutuante (halls, quartos e sala), Casas de banho com Cabines Modernas de Hidromassagem, Cozinha MODERNA Totalmente Equipada, Porta Blindada, Portas em Cerejeira com Vidro Fosco e puxadores em aço escovado.Valor do Condomínio: 85 € por mês.Condomínio Privado com Piscina, Ginásio, Parque Infantil, Jardins e Muito Espaço.2 Boxes, 1 Box para 2 viaturas e Arrecadação + 1 Box para 3 viaturasA 5 Minutos a Pé do METRO de Odivelas!A 10 minutos do Centro de LISBOA!;B;http://www.remax.pt/Condo-Apartment-For-Sale-Odivelas-Odivelas_120991367-17;;;3;1;265,00;2006;2;4;265;;4º Andar;;;;
T2 CENTRO DE QUELUZ;72.500 €;Apartamento de 3 assoalhadas em Queluz, próximo dos Bombeiros locais, posto de Policia, e da nova rotunda de acesso à IC19 - Sintra/Lisboa/Hospital Amadora-Sintra.Com uma boa distribuição das 3 assoalhadas, 2 frentes de exposição solar, todos os espaços têm marquise (4), áreas agradaveis, 2 Halls, um  de recepção e outro de serventia à zona privada do apartamento. Prédio sem elevador, 20€ valor de condominio mensal, Gás canalizado.;B;http://www.remax.pt/Condo-Apartment-For-Sale-Queluz-Sintra_122841048-194;;;2;;300,00;1985;1;3;70;;2º Andar;61,65;4;;
T2 de luxo ao Amial e Hospital da Prelada;165.000 €;Apartamento de luxo com acabementos de lucopavimentos em sucupirafocos embutidoscozinha Bosch que pode ser personalizada, com placa, forno, frigorifico, Micro ondasAquecimento centralSuite enorme ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-146;;;2;;156,00;2013;;3;116;;;;;;
t2 novo emprrendimento Santa Luzia;168.000 €;Apartamento t2 novo com excelentes areas e acabamentos de luxo SuiteWc completoSala com 30m2Pavimentos em sucupiraCozinha totalmente equipada BoschPossibilidade de acabamentos personalizados no apartamento;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-147;;;2;;138,00;2013;;3;117;;;;;;
Moradia Aldeia de Juzo;540.000 €;Fantástica Moradia em Aldeia de Juzo, nova e com excelentes acabamentos.Moradia V3 com Jardim, aquecimento central, alarme de intrusão e portões automáticos. Com um lote de 253 M2 e um Jardim de 153 M2, trata-se de um imóvel ideal para uma vida tranquila.Com acabamentos de qualidade superior, bem centralizada a nivel de comércio e serviços, este imóvel fica a cerca de 5 minutos da A5 e 10 minutos do Centro de Cascais.Venha disfrutar da tranquilidade e bem-estar e marque já a sua visita…;B;http://www.remax.pt/Two-Family-House-For-Sale-Alcabideche-Cascais_120611204-96;38.731412;-9.438691;3;;130,00;1998;;4;100;;;;;;
t3 enorme na urbanizaçao quinta do mosteiro;160.000 €;Excelente t3 com terraçoMateriais topo de gamaTerraço com 30m2varandabox para 2 carrosvisite ja;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Moreira-Maia_122071062-142;41.710693;-8.798126;3;;210,00;2011;;4;140;;;;;;
t2 empreendimento belo horizonte com terraço;155.000 €;Vídeo Porteiro • Instalação de Rede de Gás • Instalação preparada para TV Cabo • Aquecimento Central (Caldeiras e Radiadores) • Banheira de Hidromassagem • Móveis de Lavatório com Espelho • Garagem Fechada • Cozinhas com Placa, Forno, Exaustor, Combinado e Máquina de Lavar Louça • Pontos de Ligação de TV na Cozinha, Sala e Quartos • Estores Eléctricos • Portas de Entrada Blindadas • Som Ambiente Completo • Aspiração Central CompletaTerraço com 54m2Excelente qualidade de acabamentos a 5 minutos do hospital de s.joao e adas antasvisite já;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Pedroucos-Maia_122071062-140;41.531742;-8.617892;2;;171,00;2014;;3;95;;;;;;
CONDOMÍNIO MARINHA VILLAGE;790.000 €;Excelente moradia T4 no Condomínio Marinha Village, em Cascais, com piscina comum, jardim privado e segurança 24 horas. A moradia beneficia de excelentes acabamentos, vidros duplos, aquecimento central, ar condicionado, toalheiros aquecidos, videoporteiro, porta blindada, 4 lugares de estacionamento e arrecadação. É composta da seguinte forma:Rés-do-chão:Hall de entrada Sala comum com 62 m2, com lareira com recuperador e acesso a jardim privadoCozinha equipada e com despensa Casa de banho social Lavandaria 1º andar:Hall dos quartos 2 quartos com roupeiro, varanda 2 suites com varanda Casa de banho comum aos quartos e duas...;B;http://www.remax.pt/Two-Family-House-For-Sale-Cascais-Cascais_121491235-37;38.697247;-9.448004;4;;;2006;4;5;241;;;;;;
Apartamento novo em Condomínio Fechado;190.000 €;Albur Village, situado no Algarve em Alvor, a poucos metros da praia, com bons acabamentos e uma excelente relação qualidade/preço.Albur Village é um excelente condomínio fechado com piscina, localizado próximo do centro de Alvor.Acabamentos de qualidade, cozinhas completamente equipadas, boas varandas e 2 lugares de estacionamento.Equipamento em destaque:- Ar condicionado- Sistema de alarme- Estores elétricosSituado a poucos metros da praia Nota: Fotos do Apartamento Modelo;B;http://www.remax.pt/Condo-Apartment-For-Sale-Alvor-Portimao_122881008-192;37.133532;-8.592381;2;;110,00;2012;2;3;83;;1º Andar;;;;
Apartamento novo em Condomínio Fechado;195.000 €;Albur Village, situado no Algarve em Alvor, a poucos metros da praia, com bons acabamentos e uma excelente relação qualidade/preço.Albur Village é um excelente condomínio fechado com piscina, localizado próximo do centro de Alvor.Acabamentos de qualidade, cozinhas completamente equipadas, boas varandas e lugar de estacionamento.Equipamento em destaque:- Ar condicionado- Sistema de alarme- Estores elétricosSituado a poucos metros da praia Nota: Fotos do Apartamento Modelo;B;http://www.remax.pt/Condo-Apartment-For-Sale-Alvor-Portimao_122881008-193;37.133789;-8.591952;2;;97,00;2012;2;3;83;;2º Andar;;;;
FABULOSA MORADIA T4 NOVA - NATURE RESORT VALE PISÃO;508.000 €;Excelente moradia T4 nova de arquitetura contemporânea inserida no melhor Nature Resort de Luxo no norte de Portugal, o Vale Pisão.O "Vale Pisão" é constituído por um complexo residencial de luxo integrado numa área total de mais de 150 hectares de muita natureza e ancorado num campo de golfe de 18 buracos.O projeto, que privilegia o desenvolvimento sustentável e a preservação do ambiente, traduz um estilo de vida descontraído e confortável. Esta moradia tem vistas deslumbrantes sobre o resort e encontra-se situada onde predomina o sossego e a tranquilidade de vida. Desfrute de uma moradia diferente. Aqui a diferença está entre morar e viver. Pavimento dos quartos em...;A;http://www.remax.pt/Two-Family-House-For-Sale-Agua-Longa-Santo-Tirso_123331001-314;41.250805;-8.493347;4;;222,00;2010;;5;266;2;;;2;;
;375.000 €;FANTÁSTICA MORADIA localizada no Bairro da Primavera. Implantada em lote de 298 m², composta por 3 pisos: Piso -1 de 101,25m², composto por garagem e arrumos, Piso 0 de 99,75m² composto por sala, cozinha, quarto e casa de banho, Piso 1 com 103m² composto por suite, dois quartos e casa de banho. Terraço no topo com 76,38m² preparado para instalar Barbeque e piscina. A moradia encontra-se em fase final de acabamentos onde é possível escolher a cozinha e os restantes pormenores a gosto do futuro proprietário. Marque já a sua visita e venha comprovar a excelência desta moradia. ;B;http://www.remax.pt/Two-Family-House-For-Sale-Santa-Iria-de-Azoia-Loures_121511119-11;38.85328;-9.084195;4;;299,00;2013;4;6;203;;;;;;
T3 COM TERRAÇO E FINANCIAMENTO ESPECIAL;199.900 €;Apartamento T3 na Urbanização de Vila Chã com terraço de 54m2, cozinha totalmente equipada, ar condicionado ou aquecimento central(opcional), box para 2 viaturas, aspiração central, alarme, detectores de inundações, sensores de níveis de minóxido de carbono, vidros duplos em janelas de alto isolamento térmico e acústico, cofre...IMÓVEL COM CONDIÇÕES ESPECIAIS DE FINANCIAMENTO (ATÉ 100% COM TAXA DE JURO ESPECIAL);B;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Bras-Amadora_123171115-222;38.76621;-9.236552;3;;413,00;2008;2;4;125;;R/C;;;;
;150.000 €;Excelente moradia de 3 pisos..No 1º com hall de entrada, cozinha mobilada e equipada incluindo ar condicionado e uma varanda e sala de jantar/estar com lareira equipada para aquecimento central.No 2º piso tem hall de entrada, ampla W.C.e três quartos com roupeiros e varandas.No rés-do-chão tem um salão dividido em três áreas distintas, cozinha, sala de estar, garagem, ainda uma ótima despensa e uma zona de arrumos.Dispõe ainda de churrasqueira, forno, adega e uma pequena zona de jardim.Tem painéis solares e portão automático que facilita a entrada ao interior.A moradia tem ótimos acabamentos, boa exposição solar e fica muito bem localizada, perto do comercio local e...;A;http://www.remax.pt/Two-Family-House-For-Sale-Serta-Serta_122651010-247;;;3;;139,00;2007;2;4;130;;;;;;
Apartamento novo em Condomínio Fechado;195.000 €;Albur Village, situado no Algarve em Alvor, a poucos metros da praia, com bons acabamentos e uma excelente relação qualidade/preço.Albur Village é um excelente condomínio fechado com piscina, localizado próximo do centro de Alvor.Acabamentos de qualidade, cozinhas completamente equipadas, boas varandas e 2 lugares de estacionamento.Equipamento em destaque:- Ar condicionado- Sistema de alarme- Estores elétricosSituado a poucos metros da praia Nota: Fotos do Apartamento Modelo;B;http://www.remax.pt/Condo-Apartment-For-Sale-Alvor-Portimao_122881008-194;37.133789;-8.591952;2;;96,00;2012;2;3;84;;2º Andar;;;;
t3 edificio Belo Horizonte novo a estrear;220.000 €;Vídeo Porteiro • Instalação de Rede de Gás • Instalação preparada para TV Cabo • Aquecimento Central (Caldeiras e Radiadores) • Banheira de Hidromassagem • Móveis de Lavatório com Espelho • Garagem Fechada • Cozinhas com Placa, Forno, Exaustor, Combinado e Máquina de Lavar Louça • Pontos de Ligação de TV na Cozinha, Sala e Quartos • Estores Eléctricos • Portas de Entrada Blindadas • Som Ambiente Completo • Aspiração Central CompletaGaragem fechadaPossibilidade de escolher acabamentosvisite jaaaa;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Pedroucos-Maia_122071062-149;;;3;;178,00;2014;;4;143;;;;;;
Apartamentos NOVOS;277.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-82;38.696805;-9.2991;3;1;144,00;2012;2;4;144;2;5º Andar;;;;
Apartamentos NOVOS;265.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-83;38.696805;-9.2991;3;1;144,00;2012;2;4;144;;3º Andar;;;;
Apartamentos NOVOS;280.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-80;38.696805;-9.2991;3;1;148,00;2012;2;4;148;2;4º Andar;;;;
Apartamentos NOVOS;267.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-81;38.696805;-9.2991;3;1;148,00;2012;2;4;148;2;2º Andar;;;;
Apartamentos NOVOS;267.500 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminosidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911113-86;38.696805;-9.2991;3;1;144,00;2012;2;4;144;2;2º Andar;;;;
