titulo;preco;desc;erate;url;lat;lng;Quartos;Lugares de Estacionamento;WC's;Tam. do Lote (m²);Ano Construção;Total m² ;Casas de Banho;Total de Assoalhadas;Nº de Andar;Àrea de Construção (m²);Nº Pisos;Tamanho do Lote:
Apartamento T3 ;115.000 €;Apartamento T3 construção nova com boas soluções de acabamentos Prédio com apenas quatro frações, equipado com instalação para gás natural. Possui painéis solares para águas sanitárias, pré-instalação de aquecimento central através de recuperador de calor.Apartamento ao nível do rés-do-chão com cozinha mobilada e equipada (forno, placa, micro-ondas, exaustor, máquina de lavar loiça e roupa e caldeira para aquecimento central e águas sanitárias).Os quartos possuem roupeiro, sala com lareira, duas casas de banho, uma com banheira e outra com poliban. no hall de acesso aos quartos dispõe ainda de um roupeiro.Habitação com classe energética A+, aspiração central...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Alcafache-Mangualde_122461057-250;40.59157;-7.842414;3;;1;130,00;2012;130;1;4;;;;
T4 NOVO NO CAIS DO CAVACO;375.000 €;Ao comprar este apartamento no Cais de Gaia (São Pedro da Afurada), Vila Nova de Gaia, estará a investir num imóvel com as seguintes características.Imagine a melhor paisagem que alguma vez viu e coloque-a como a vista do seu apartamento… Imagine viver numa casa com a mais deslumbrante envolvente que alguma vez sonhou… Sim, uma cidade com uma beleza única… tão peculiar que recebe anualmente vários prémios fotográficos, que é considerada como um dos melhores destinos do mundo, para turismo, tão especial, que todos os dias lhe permitirá olhar para uma das 10 ruas mais bonitas do mundo… Tudo isto, embalado pelo suave e tranquilizante cantarolar da corrente do Rio Douro na sua janela, ou...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Pedro-da-Afurada-Vila-Nova-de-Gaia_122571111-40;41.143753;-8.645586;4;4;;192,00;2013;153;;5;3º Andar;;;
VIVER NA FOZ;726.000 €;Nascido no encontro da Rua do Carvalho com a Rua Diogo Botelho que lhe dá o nome, o Edifício Foz Diogo Botelho beneficia de uma localização privilegiada em pleno Porto, a desaguar na Foz. Com zonas verdes à sua volta, espaços abundante, amplas vistas e todos os serviços e comodidades de uma zona que desde sempre tem vindo a fixar os mais exigentes portuenses.Localizado junto à Universidade Católica, são imediatas as ligações do Edifício tanto à Praça do Império e Foz, para um lado, como à Rua Diogo Botelho, Campo Alegre e VCI, pelo outro.;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Foz-do-Douro-Oporto_123571053-176;41.152228;-8.654504;4;;;228,00;2012;220;;5;7º Andar;;;
Apartamentos NOVOS;260.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-77;38.696805;-9.2991;3;;;144,00;2012;144;;4;1º Andar;;;
T3 NOVO NO CAIS DO CAVACO;320.000 €;Ao comprar este apartamento no Cais de Gaia (S. Pedro da Afurada), Vila Nova de Gaia, estará a investir num imóvel com as seguintes características.Imagine a melhor paisagem que alguma vez viu e coloque-a como a vista do seu apartamento… Imagine viver numa casa com a mais deslumbrante envolvente que alguma vez sonhou… Sim, uma cidade com uma beleza única… tão peculiar que recebe anualmente vários prémios fotográficos, que é considerada como um dos melhores destinos do mundo, para turismo, tão especial, que todos os dias lhe permitirá olhar para uma das 10 ruas mais bonitas do mundo… Tudo isto, embalado pelo suave e tranquilizante cantarolar da corrente do Rio Douro na sua janela, ou...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Pedro-da-Afurada-Vila-Nova-de-Gaia_122571111-37;41.143753;-8.645586;3;2;;160,00;2013;129;3;4;2º Andar;;;
T3 NOVO NO CAIS DO CAVACO;320.000 €;Ao comprar este apartamento no Cais de Gaia (S. Pedro da Afurada), Vila Nova de Gaia, estará a investir num imóvel com as seguintes características.Imagine a melhor paisagem que alguma vez viu e coloque-a como a vista do seu apartamento… Imagine viver numa casa com a mais deslumbrante envolvente que alguma vez sonhou… Sim, uma cidade com uma beleza única… tão peculiar que recebe anualmente vários prémios fotográficos, que é considerada como um dos melhores destinos do mundo, para turismo, tão especial, que todos os dias lhe permitirá olhar para uma das 10 ruas mais bonitas do mundo… Tudo isto, embalado pelo suave e tranquilizante cantarolar da corrente do Rio Douro na sua janela, ou...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Pedro-da-Afurada-Vila-Nova-de-Gaia_122571111-35;41.143753;-8.645586;3;2;;160,00;2013;129;3;4;3º Andar;;;
Apartamentos NOVOS;285.000 €;Fantásticos apartamentos a estrear em zona central e de referência, excelente localização, muita luminusidade, acabamentos de luxo.Materiais escolhidos com todo o detalhe e requinte. Vidros duplos com protecção térmica, estores elétricos de laminas de aluminio, pavimentos em Sucupira envernizada, painéis solares, aspiração central, alarme de tecnologia wireless, ar condicionado(solução por condutas).2 lugares de parqueamento, arrecadação.Venha conhecer, óptimos preços! ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Parede-Cascais_122911114-74;38.696805;-9.2991;3;;;144,00;2012;144;;4;6º Andar;;;
Duplex  c/Vistas panorâmicas  s/a Foz do Rio Minho;297.000 €;  MAGNÍFICO T2 DUPLEX: no primeiro piso, uma sala com varanda a poente, no piso superior dois fabulosos terraços - a nascente e poente, com espaço amplo polivalente passível de utilização como segunda suite ou sala.Inserido no luxuoso  Edifício Espelho d’ Água– projetado com amplas áreas, construído com materiais de primeira qualidade e finalizado com acabamentos de luxo – permite desfrutar dos jardins que envolvem o Edifício com acesso à ampla piscina coberta (com balneários) e sala de convívio.Com box fechada e arrumos.Cozinha moderna e totalmente equipada.  Suite. Quartos com armários embutidos.Em termos de acabamentos salienta-se ainda:- Fachada...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Vilarelho-Caminha_123571015-116;41.868932;-8.844244;2;;;262,00;2011;158;3;4;Duplex;;;
APARTAMENTO T3 EM MILHUNDES;189.990 €;  Se pretende comprar apartamento T3 em Milhundos - Penafiel, eis a opção que lhe apresentamos:- Cozinha mobilada e equipada,- Fogão de sala com recuperador de calor,- Pré-instalação para cortinas elétricas,- Estores black-out,- Banheira de hidrosauna na suite,- Casas de banho com móveis suspensos,- Pavimento radiante nas casas de banho,- Caixilharia dupla, com vidro duplo,- Pavimento em madeira de Bambu maciço,- Pré-instalação para Home Cinema,- Carpintarias interiores em madeira de faia,- Climatização AVAC, com recurso a energia solar,- Domótica para controlo de climatização, iluminação, black-outs, entre outros.Marque já a sua...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Milhundos-Penafiel_123711011-1;;;3;;1;214,00;2011;145;2;4;2º Andar;;;
t3 novo a estrear empreendimento Santa Luzia;180.000 €;Apartamento novo ainda em fase de acabamentosAcabamentos de luxodomoticacozinhas totalmente equipadas Boschpossibilidade de personalizar areasparque infantilcontacte me para melhores e mais detalhes sobre este imovel no centro de tudo, onde mora a qualidade...ligue me ja;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Paranhos-Oporto_122071062-163;41.551676;-8.596996;3;;;142,00;2013;122;3;4;;;;
T4 NOVO NO CAIS DO CAVACO;375.000 €;Ao comprar este apartamento no Cais de Gaia (São Pedro da Afurada), Vila Nova de Gaia, estará a investir num imóvel com as seguintes características.Imagine a melhor paisagem que alguma vez viu e coloque-a como a vista do seu apartamento… Imagine viver numa casa com a mais deslumbrante envolvente que alguma vez sonhou… Sim, uma cidade com uma beleza única… tão peculiar que recebe anualmente vários prémios fotográficos, que é considerada como um dos melhores destinos do mundo, para turismo, tão especial, que todos os dias lhe permitirá olhar para uma das 10 ruas mais bonitas do mundo… Tudo isto, embalado pelo suave e tranquilizante cantarolar da corrente do Rio Douro na sua janela, ou...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Sao-Pedro-da-Afurada-Vila-Nova-de-Gaia_122571111-39;41.143753;-8.645586;4;4;;192,00;2013;153;;5;4º Andar;;;
Luxuoso Apartamento T3 novo em frente ao Mar ;442.620 €;Apartamento T3 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-22;41.128601;-8.666775;3;;;214,00;2014;214;3;4;;;3;
MORADIA ISOLADA EM OIÃ - GOLDEN VISA!;179.500 €;Moradia localizada em zona sossegada, contudo também beneficia da proximidade com o centro da cidade de Aveiro e de Oiã. Esta moradia possui áreas generosas, divididas por três pisos, sendo o primeiro piso constituído por cozinha, um quarto, casa de banho, sala de estar e de jantar. O segundo piso é constituído por dois quartos e uma suite, sendo assim esta a zona de dormitório da moradia. Este imóvel possui ainda uma cave com espaço amplo e uma lavandaria. Tem um terreno relvado que envolve quase toda a moradia.  Não deixe escapar esta excelente oportunidade!!MARQUE JÁ A SUA VISITA!!GOLDEN VISA: Damos suporte jurídico e assessoria na obtenção de Golden Visa!;A+;http://www.remax.pt/Two-Family-House-For-Sale-Oia-Oliveira-do-Bairro_123421040-91;40.543343;-8.540849;4;;;476,00;2012;335;3;5;;;3;
Fantástico T3 no Restelo com vista Rio panorâmica!;520.000 €;Um apartamento com uma vista Rio fantástica e repleto de luz natural. Excelentes áreas e acabamentos de qualidade superior, que proporcionam todo o conforto e bem-estar.Dispõe de cozinha totalmente equipada, zona de lavandaria, aquecimento central, ar condicionado, video-porteiro e varanda. 2 lugares de garagem e arrecadação.Perto das principais vias de comunicação, como a A5, A2, Crel, e próximo do Hospital São Francisco Xavier.Marque já a sua visita e venha conhecer a sua próxima casa!;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Ajuda-Lisbon_120991341-17;38.71086;-9.205264;3;2;;2.902,33;2013;182;2;4;5º Andar;;;
;1.100.700 €;Excelente Moradia de Tipologia T4+!, situada numa das zonas mais prestigiadas da cidade do Porto, com ca de 216m2 de área coberta e 125m2 de jardim e piscina. ;A+;http://www.remax.pt/Two-Family-House-For-Sale-Aldoar-Oporto_122071059-245;41.160265;-8.66947;5;;;385,00;2013;345;;7;;;;
EXCELENTE MORADIA NA PENINA;850.000 €;Moradia situada em zona calma na Penina, com 5 quartos ensuite, sala espaçosa com lareira, cozinha equipada e lavandaria, piscina aquecida de água salgada, banho turco e hidromassagem, aquecimento central com pavimento radiante, rega no jardim e sistema solar térmico com monitorização remota.Óptima oportunidade de negócio. ;A+;http://www.remax.pt/Two-Family-House-For-Sale-Alvor-Portimao_123811008-13;37.160032;-8.56506;5;;5;2.050,00;2010;379;;7;;;;
GARAGEM COM 67m² ao HOSP. PEDRO HISPANO!;25.000 €;Box fechada com 67m².Localizada no centro de Matosinhos, em frente ao Metro e STCP, a escassos metros do Hospital Pedro Hispano, praia, Parque de Cidade etc. Com excelentes acessos ao IC1 e todas as principais vias de acesso á cidade do Porto.Próximo ao comércio, serviços, escolas, Camara Municipal etc.;A+;http://www.remax.pt/Garage-For-Sale-Matosinhos-Matosinhos_123571028-106;41.17955;-8.67366;;;;67,00;2013;67;;;Cave;;;
Luxuoso Apart. T3 em construção em frente Mar;700.000 €;(Bloco B) Apartamento T3 em construção em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-42;41.128601;-8.666775;3;;;316,00;2015;316;3;4;;;;
T2 - Com garagem - NOVO;180.000 €;T2 - No condomínio fechado da Villa Hortênsia no centro de Mem Martins. Com boas áreas. Apartamento equipado com ar condicionado, aquecimento central, aspiração central, som ambiente, estores eléctricos. Cozinha totalmente equipada com placa de indução, frigorífico side by side, microondas, maquina de lavar roupa, maquina de secar roupa, maquina de loiça, caldeira a gás, forno com ventilação e churrasqueira. Prédio com painéis solares com termoacumulador. Parque infantil e jardim. Este condomínio fica a 800m da estação de comboios de Algueirão-Mem Martins, 600m do centro de saúde e serviço de urgência, 350m do centro de analises clínicas, 150m dos bombeiros voluntários de Algueirão-Mem...;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Algueirao-Mem-Martins-Sintra_123291068-43;38.795984;-9.34901;2;;;1.633,00;2013;122;2;3;R/C;;;
Luxuoso Apartamento T3 novo em frente ao Mar ;404.470 €;Apartamento T3 em frente ao mar com acabamentos de Luxo. Localizado numa zona nobre e totalmente requalificada de Vila Nova de Gaia, no entanto próximo do centro urbano. Com uma visão moderna e futurista, concilia as mais recentes técnicas de construção com o conforto e eficiência energética, sem nunca esquecer a segurança e a funcionalidade. Sem descurar o lazer e o bem estar, este apartamento está inserido num edifício com piscina interior aquecida, jacuzzi e banho turco. Tem ainda uma envolvente de espaços ajardinados aonde poderá usufruir do ar puro, da brisa do mar e do sol. ;A+;http://www.remax.pt/Condo-Apartment-For-Sale-Canidelo-Vila-Nova-de-Gaia_123571055-21;41.128601;-8.666775;3;;;213,00;2014;213;3;4;;;2;
